1.01156e-05,1.01539e-05,4.1833e-06,3.55898e-06,0.000344385,0.000345691,0.000142466,0.000121215,0.0784458,0.0787707,0.0343259,0.0296595,-0.00426165,-0.004278,-0.017827,-0.152156,-1.4334e-05,-1.43884e-05,-5.92775e-05,-0.000504306,8.29571e-05,8.32716e-05,0.000343076,0.00291876
1.01156e-05,1.01305e-05,1.62919e-06,8.06486e-07,0.000344385,0.000344894,5.5485e-05,2.74769e-05,0.0784458,0.0785692,0.0133918,0.0070529,-0.00426166,-0.00426803,-0.00694592,-0.0348421,-1.43337e-05,-1.43549e-05,-2.30834e-05,-0.000114256,8.2957e-05,8.30796e-05,0.000133613,0.000661435
1.01155e-05,1.0121e-05,5.98122e-07,-2.44614e-07,0.000344386,0.000344573,2.03715e-05,-8.31996e-06,0.0784458,0.0784912,0.00494291,-0.00160245,-0.00426166,-0.004264,-0.002553,0.00998651,-1.43334e-05,-1.43412e-05,-8.47271e-06,3.46874e-05,8.2957e-05,8.30021e-05,4.90541e-05,-0.000200584
1.01155e-05,0.000123073,0.0127251,-0.00176,0.000344386,0.000457401,0.0127313,-0.00178018,0.0784458,0.122008,0.76939,-0.0722223,-0.00426167,-0.00426235,-0.000737694,0.0255627,-1.43332e-05,-1.43355e-05,-2.43401e-06,8.63242e-05,8.2957e-05,-0.00176614,-1.27933,1.69072
0.000823474,0.00116218,0.0361337,-0.0271069,-0.000264253,6.39557e-05,0.0350968,-0.0281251,0.0887503,0.285916,2.15644,-1.5025,-0.00352821,-0.00352327,0.00539404,0.0796361,-0.000630468,-0.000634583,-0.00448974,-0.0429513,-0.000576991,-0.0261348,-3.69774,26.3283
0.0045596,0.00498525,0.0444153,-0.0643215,-0.00311469,-0.00274191,0.0394089,-0.0690285,0.142688,0.371931,2.46467,-3.78474,-0.000315445,-0.000262198,0.0592541,0.205734,-0.00342514,-0.0034702,-0.050143,-0.157634,-0.0035374,-0.0356718,-4.26975,66.0633
0.0101686,0.0106123,0.0460365,-0.104295,-0.00754217,-0.00719087,0.0372819,-0.112111,0.219725,0.438599,2.28774,-6.13901,0.00389797,0.00408279,0.20319,-0.489306,-0.00716512,-0.0073239,-0.175063,0.418112,-0.00772589,-0.0395341,-4.18255,108.236
0.0205792,0.0210415,0.0475566,-0.140507,-0.0161264,-0.0158252,0.030845,-0.155205,0.341217,0.506425,1.88342,-8.169,0.00970302,0.0100897,0.408791,-2.92958,-0.0124253,-0.0127682,-0.365949,2.53065,-0.0149298,-0.0430136,-3.8887,148.34
0.0326883,0.0331436,0.0470175,-0.1752,-0.0265249,-0.0262978,0.0246573,-0.193972,0.452934,0.585934,1.49342,-9.77736,0.0140247,0.014546,0.531371,-7.2384,-0.016617,-0.0170915,-0.489723,6.43901,-0.0227896,-0.0478319,-3.54854,185.059
0.0480966,0.0485451,0.0463671,-0.20677,-0.0401679,-0.0399999,0.018407,-0.229039,0.564655,0.669217,1.16454,-11.0216,0.017271,0.0177966,0.533234,-12.4136,-0.0202592,-0.0207528,-0.505522,11.1781,-0.0323096,-0.0542979,-3.21449,218.222
0.0711571,0.0708254,0.0491748,-0.231988,-0.06112,-0.0595402,0.0100643,-0.262773,0.690567,0.756022,0.924893,-11.971,0.0196649,0.0200601,0.413426,-17.0686,-0.0238079,-0.0242249,-0.434718,15.6255,-0.0458977,-0.0625973,-2.85064,247.921
0.0942107,0.0946997,0.0499379,-0.256685,-0.0824636,-0.0824423,0.00252417,-0.292594,0.784709,0.844296,0.7874,-12.7309,0.0209535,0.021163,0.225071,-20.2244,-0.0262072,-0.0264976,-0.309828,19.1657,-0.0589114,-0.0709261,-2.25115,273.281
0.120574,0.121058,0.049516,-0.280275,-0.1072,-0.107226,-0.00260558,-0.317208,0.868651,0.926714,0.716144,-13.3943,0.0224104,0.0224557,0.0481237,-21.4503,-0.028367,-0.0285315,-0.177941,21.4263,-0.0731305,-0.0767413,-1.29368,291.02
0.15401,0.154476,0.0476374,-0.298037,-0.139001,-0.139097,-0.0102365,-0.341789,0.953027,1.00767,0.684681,-14.0106,0.0248439,0.0248064,-0.0417368,-21.1298,-0.0309485,-0.0310188,-0.0762794,22.4285,-0.0900854,-0.0903598,-0.282826,297.763
0.195041,0.190459,0.0345492,-0.305839,-0.179168,-0.174265,-0.016478,-0.362706,1.03769,1.07968,0.655828,-14.6093,0.028441,0.0284113,-0.0117296,-20.3557,-0.0340778,-0.0341218,-0.0334763,22.5962,-0.109463,-0.106426,0.634046,294.718
0.23318,0.233115,0.0199967,-0.290632,-0.218519,-0.21848,-0.0269754,-0.385832,1.10645,1.14955,0.621025,-15.1795,0.0317417,0.0318113,0.0772544,-20.269,-0.0361025,-0.0361246,-0.0241817,22.652,-0.126512,-0.120503,1.45781,283.057
0.272693,0.272711,0.00149808,-0.260947,-0.262149,-0.262451,-0.0319852,-0.401587,1.1719,1.21521,0.574502,-15.7128,0.0346724,0.0348108,0.151541,-21.1452,-0.036337,-0.0363292,0.00921071,22.7983,-0.14355,-0.131735,2.13754,264.062
0.313071,0.312948,-0.0139458,-0.215438,-0.310567,-0.310913,-0.0362513,-0.414918,1.2349,1.27429,0.512023,-16.1998,0.0370479,0.0371911,0.155874,-22.5642,-0.0342761,-0.0341501,0.139986,22.4864,-0.160578,-0.143705,2.69122,238.935
0.360475,0.357799,-0.0189544,-0.153427,-0.373804,-0.371631,-0.0476828,-0.433924,1.30517,1.33154,0.445992,-16.6217,0.0388532,0.0389293,0.082313,-23.6834,-0.0293945,-0.0290348,0.383544,20.5325,-0.180318,-0.156775,3.15744,208.466
0.400379,0.400217,-0.0182375,-0.0903342,-0.433847,-0.434404,-0.0554734,-0.447894,1.36148,1.38507,0.389094,-16.9842,0.0396594,0.0396242,-0.0402542,-23.8973,-0.0240541,-0.0234289,0.619511,16.1224,-0.196773,-0.170597,3.48466,173.902
0.437037,0.436869,-0.0185678,-0.0343592,-0.495886,-0.496564,-0.0652421,-0.453519,1.4111,1.43309,0.34177,-17.3004,0.0405643,0.0404127,-0.166907,-22.8136,-0.0187821,-0.0179467,0.767948,9.67122,-0.21175,-0.184469,3.67243,136.724
0.478272,0.477746,-0.0115381,0.0222284,-0.574717,-0.575418,-0.100272,-0.452541,1.46487,1.48003,0.3081,-17.577,0.0420746,0.0418646,-0.228009,-20.5625,-0.012906,-0.0120017,0.810044,2.24915,-0.228446,-0.199367,3.7309,98.2056
0.511939,0.511884,-0.00626011,0.0675087,-0.646354,-0.648336,-0.128961,-0.415275,1.50742,1.52191,0.283901,-17.8296,0.0422537,0.0420602,-0.209979,-18.3022,-0.00843119,-0.00763937,0.736097,-5.1414,-0.241869,-0.213725,3.6828,59.6792
0.543833,0.543843,0.000882226,0.103299,-0.719914,-0.723355,-0.148726,-0.352153,1.54677,1.56071,0.264779,-18.0639,0.0394273,0.0392176,-0.22802,-16.5443,-0.00462033,-0.00403545,0.581652,-11.5014,-0.254195,-0.227707,3.55246,22.0526
0.572898,0.572961,0.00667321,0.127829,-0.791399,-0.795836,-0.150172,-0.272101,1.58177,1.59533,0.245823,-18.2848,0.0334188,0.033052,-0.389937,-14.3285,-0.00123636,-0.000896025,0.358785,-16.0443,-0.26488,-0.240779,3.35215,-13.8281
0.605569,0.604828,0.0161298,0.148389,-0.876463,-0.875904,-0.152096,-0.200363,1.6201,1.62775,0.227577,-18.4894,0.0236369,0.0229067,-0.711013,-10.1481,0.00315986,0.0032856,0.135298,-18.1499,-0.276042,-0.253685,3.04734,-47.2838
0.631871,0.632066,0.0209925,0.158347,-0.948087,-0.950128,-0.145712,-0.127812,1.65007,1.65764,0.209999,-18.678,0.0151569,0.0139518,-0.965631,-2.52547,0.00772137,0.00769854,-0.0266304,-18.1518,-0.284266,-0.266097,2.68375,-77.2085
0.656065,0.656273,0.0224785,0.160877,-1.01609,-1.01921,-0.134258,-0.0571592,1.67697,1.6853,0.19488,-18.8523,0.00787843,0.00650123,-1.01596,6.76942,0.0131818,0.0131318,-0.0550935,-17.0262,-0.291148,-0.277114,2.33599,-103.449
0.678348,0.678557,0.0224235,0.159389,-1.08059,-1.08299,-0.120276,0.00949611,1.7014,1.70883,0.179613,-19.0161,0.00184769,0.000637978,-0.953902,16.1439,0.0193897,0.0194272,0.041959,-16.2104,-0.296804,-0.286342,1.99482,-126.103
0.703355,0.702688,0.0255691,0.158999,-1.15595,-1.15174,-0.115251,0.0612315,1.72905,1.73187,0.167404,-19.167,-0.0040021,-0.00482349,-0.814198,24.6072,0.027229,0.0274413,0.2058,-16.5666,-0.302222,-0.294786,1.63076,-145.195
0.720996,0.721237,0.0258479,0.152856,-1.21219,-1.21358,-0.108013,0.109772,1.7494,1.75299,0.155577,-19.3072,-0.00771899,-0.00829436,-0.572843,31.3727,0.0325835,0.0328844,0.322661,-18.6389,-0.305401,-0.302487,1.20442,-160.417
0.736521,0.736769,0.0266058,0.142846,-1.26513,-1.26638,-0.0966377,0.157589,1.76857,1.77191,0.143692,-19.4374,-0.0115357,-0.0118297,-0.312309,35.4942,0.0364392,0.0367554,0.336832,-21.6934,-0.30774,-0.306873,0.779921,-170.866
0.749312,0.749571,0.0278606,0.128483,-1.31231,-1.3133,-0.0845333,0.201758,1.78592,1.78893,0.132358,-19.5583,-0.0162208,-0.0163355,-0.123764,37.194,0.038595,0.0387948,0.215254,-24.4598,-0.309261,-0.308865,0.412495,-177.102
0.761712,0.761555,0.0308859,0.111292,-1.36196,-1.35764,-0.0712521,0.237931,1.80495,1.80618,0.123344,-19.6687,-0.0234708,-0.0232732,-0.0636034,37.2964,0.0397537,0.0397708,0.00525149,-25.6257,-0.310191,-0.310107,0.0963263,-179.845
0.770144,0.770448,0.0324449,0.0889663,-1.39854,-1.39908,-0.0542865,0.26033,1.81994,1.82173,0.114203,-19.7713,-0.0304901,-0.0305907,-0.110462,37.2673,0.0402429,0.0400478,-0.214258,-24.608,-0.31035,-0.310513,-0.180889,-179.557
0.776864,0.777176,0.0332533,0.0630898,-1.43007,-1.43035,-0.0291186,0.271356,1.834,1.83545,0.103567,-19.8666,-0.0372165,-0.0374053,-0.205853,38.0926,0.0407781,0.0404334,-0.36732,-21.6305,-0.310025,-0.310455,-0.451278,-176.541
0.782719,0.783039,0.0340483,0.0354884,-1.46084,-1.459,-0.00748505,0.261141,1.84929,1.85022,0.0944442,-19.9504,-0.0429212,-0.0431596,-0.257084,39.9085,0.041785,0.0414003,-0.403505,-17.5437,-0.309149,-0.309907,-0.702627,-170.809
0.786039,0.786345,0.0327308,0.00560286,-1.48221,-1.4821,0.0121944,0.235593,1.86126,1.86222,0.0839386,-20.027,-0.0448885,-0.0450411,-0.165297,42.0225,0.0428549,0.0425545,-0.320589,-13.6502,-0.308078,-0.309228,-0.9357,-162.665
0.787755,0.788043,0.0308521,-0.0243878,-1.49973,-1.49946,0.0289599,0.197486,1.8723,1.87311,0.0747894,-20.0953,-0.0441686,-0.0441182,0.0577026,42.894,0.0435323,0.0433747,-0.170441,-10.9967,-0.306823,-0.308711,-1.1518,-152.307
0.787732,0.788006,0.0295092,-0.0543289,-1.51426,-1.51387,0.0415168,0.148353,1.88266,1.88336,0.0671117,-20.1562,-0.0413005,-0.0409371,0.387922,41.2371,0.0430173,0.0429931,-0.0252826,-10.0339,-0.305493,-0.30898,-1.36384,-139.901
0.785959,0.786227,0.0288333,-0.0849291,-1.52597,-1.52552,0.0474232,0.092246,1.89195,1.89256,0.0606072,-20.2114,-0.0375338,-0.0367882,0.710683,36.2117,0.0407444,0.0407667,0.0247862,-10.366,-0.304268,-0.309324,-1.51671,-125.561
0.781775,0.782031,0.0277014,-0.117165,-1.53778,-1.53733,0.045362,0.0338824,1.9022,1.90277,0.0570675,-20.2601,-0.0336569,-0.0325709,0.920344,28.4232,0.0354779,0.0354172,-0.0674389,-10.887,-0.30296,-0.308816,-1.57487,-110.046
0.777238,0.777493,0.0276564,-0.149394,-1.54597,-1.54556,0.043139,-0.0191122,1.90979,1.91031,0.0526298,-20.3069,-0.0320146,-0.0308282,0.947736,19.0811,0.0295181,0.0292777,-0.261442,-10.0721,-0.30209,-0.307826,-1.56344,-94.2429
0.772361,0.772615,0.0274434,-0.181694,-1.5532,-1.55282,0.0399458,-0.0679364,1.91677,1.91724,0.0486495,-20.3507,-0.0316567,-0.0307667,0.796633,10.1331,0.0229036,0.0224112,-0.507502,-7.07743,-0.301463,-0.306498,-1.49183,-78.7959
0.76776,0.768001,0.026002,-0.212979,-1.55979,-1.55945,0.0363978,-0.112418,1.92326,1.92369,0.0448422,-20.3913,-0.0320878,-0.0315365,0.553489,3.16228,0.0165582,0.0158332,-0.693672,-1.65469,-0.301074,-0.305058,-1.38613,-64.2541
0.763434,0.763633,0.02191,-0.241622,-1.567,-1.56664,0.0317862,-0.153709,1.93041,1.93081,0.0424711,-20.4278,-0.0325666,-0.0322865,0.298675,-1.23668,0.010289,0.00951894,-0.744982,5.06321,-0.300835,-0.303778,-1.27691,-50.8219
0.761262,0.761417,0.0168393,-0.263791,-1.57241,-1.57215,0.0282234,-0.189654,1.93582,1.93619,0.0391034,-20.4628,-0.0317253,-0.0316215,0.112278,-3.19367,0.00657967,0.00593076,-0.633222,11.7618,-0.300817,-0.302996,-1.18842,-38.4662
0.760451,0.760547,0.0104697,-0.278752,-1.57746,-1.57724,0.0238482,-0.221167,1.94088,1.94122,0.0360634,-20.4951,-0.028969,-0.0289283,0.0443177,-3.57117,0.00388718,0.00349226,-0.412131,16.9238,-0.301013,-0.302752,-1.11208,-26.9481
0.760896,0.760926,0.00321657,-0.285678,-1.58212,-1.58194,0.0190636,-0.247405,1.9455,1.94581,0.0327683,-20.5251,-0.0245491,-0.0244356,0.125187,-3.75225,0.00155209,0.00141778,-0.144211,19.6318,-0.30145,-0.302874,-1.03016,-16.2445
0.762376,0.762345,-0.00345893,-0.284412,-1.5868,-1.58667,0.0142495,-0.26865,1.94984,1.95012,0.0294936,-20.5522,-0.0193206,-0.0190508,0.2917,-5.19734,-0.00103684,-0.000971562,0.0735956,19.7524,-0.302175,-0.303323,-0.92938,-6.44782
0.765243,0.76517,-0.00807602,-0.275924,-1.59276,-1.59268,0.00837026,-0.286013,1.95455,1.9548,0.0271351,-20.5759,-0.0136903,-0.0132715,0.438433,-8.30594,-0.00475515,-0.00459579,0.174797,18.0592,-0.303395,-0.304295,-0.803987,2.17668
0.768506,0.768404,-0.0112477,-0.263025,-1.59842,-1.59839,0.00305044,-0.297711,1.95809,1.95831,0.0244322,-20.5981,-0.0102413,-0.00979324,0.464559,-12.587,-0.00857697,-0.00842603,0.164801,15.8527,-0.304655,-0.305337,-0.658897,9.43983
0.772885,0.772766,-0.0131542,-0.246709,-1.60519,-1.60522,-0.00352007,-0.304408,1.96142,1.96163,0.0224449,-20.6183,-0.00784781,-0.0075001,0.36759,-16.6812,-0.0130179,-0.012981,0.0396315,14.2211,-0.306164,-0.306659,-0.505342,15.1804
0.77948,0.77903,-0.0135674,-0.227165,-1.61417,-1.61389,-0.0112904,-0.30593,1.96487,1.9651,0.0214419,-20.6366,-0.00629955,-0.00609242,0.209676,-19.5202,-0.0176198,-0.017735,-0.115554,14.0777,-0.308108,-0.308473,-0.369609,19.3881
0.786659,0.786532,-0.0138946,-0.205798,-1.62272,-1.62288,-0.0179162,-0.300865,1.96753,1.96771,0.0201092,-20.6546,-0.00571585,-0.00567865,0.039409,-20.7862,-0.0201966,-0.02037,-0.189105,15.3901,-0.309888,-0.310123,-0.253828,22.3433
