5.23784,5.27081,5.40664,5.3326,5.17605,5.5014,0.1,-0.1,30,-0,-0,500
5.23784,5.27081,5.40664,5.3326,5.17605,5.5014,0.1,-0.1,30,-0,-0,500
4.83521,4.9921,5.09576,4.93292,4.89092,5.184,0.1,-0.1,28.0659,-0,-0,500
4.83521,4.9921,5.09576,4.93292,4.89092,5.184,0.1,-0.1,28.0659,-0,-0,500
4.86172,4.76401,4.92827,4.94678,4.67132,5.03329,0.1,-0.1,27.2794,-3.79228,-5.75942,500
4.27002,4.16769,4.31158,4.31869,4.03906,4.4232,0.1,-0.1,23.0805,-36.2219,-29.3157,500
3.37716,3.26486,3.37043,3.34904,3.06636,3.49742,0.1,-0.1,17.05,-100,-79.9071,500
2.89532,2.7782,2.88536,2.86991,2.57566,3.01573,0.1,-0.1,13.5671,-100,-80.0994,500
2.87923,2.76042,2.87,2.86665,2.55502,2.99653,0.1,-0.1,12.4019,-100,-72.0318,500
3.19796,3.08216,3.20533,3.22721,2.89369,3.31928,0.1,-0.1,13.4209,-82.6164,-44.4861,500
3.60987,3.47962,3.62365,3.67032,3.33182,3.72915,0.1,-0.1,15.0147,-53.5987,-26.1902,445.598
4.11754,3.95216,4.14257,4.20374,3.88123,4.22695,0.1,-0.1,17.2756,-7.49725,-3.7971,296.223
4.41776,4.21423,4.44441,4.51275,4.20983,4.5141,0.1,-0.1,18.2737,29.2866,6.48805,147.591
4.45725,4.22393,4.47414,4.54664,4.2567,4.5339,0.1,-0.1,17.7508,45.2947,7.11164,35.8139
4.2176,3.95566,4.21464,4.28106,4.00478,4.25905,0.1,-0.1,15.5272,41.5255,0.575888,-81.2206
3.99966,3.7202,3.98078,4.03714,3.76586,4.01094,0.1,-0.1,13.3634,27.479,-5.62262,-156.092
3.53435,3.49119,3.69251,3.54368,3.51013,3.68783,0.1,-0.1,10.8016,3.05097,-11.6697,-236.017
3.45085,3.399,3.60363,3.44183,3.40735,3.58441,0.1,-0.1,9.6553,-10.981,-12.7484,-276.779
3.44715,3.38406,3.60107,3.42003,3.38532,3.56932,0.1,-0.1,8.92716,-22.0653,-14.7833,-315.28
3.54877,3.47646,3.69531,3.50948,3.47986,3.65424,0.1,-0.1,8.91951,-25.4435,-15.4436,-350.777
3.70667,3.62217,3.84848,3.66088,3.63639,3.80465,0.1,-0.1,9.28671,-20.1703,-16.6425,-377.396
3.85546,3.75876,3.98851,3.80947,3.79081,3.94804,0.1,-0.1,9.60899,-7.27087,-17.799,-391.11
3.85581,3.93303,3.98088,3.81263,3.98069,3.94427,-0.0251235,-0.1,9.54617,4.66193,-17.793,-394.46
3.8433,4.02241,3.96324,3.80285,4.08166,3.92841,-0.1,-0.1,9.24457,13.1172,-16.7906,-392.966
3.74737,3.92342,3.87098,3.71688,3.99381,3.83384,-0.1,-0.1,8.27842,22.421,-9.62562,-383.298
3.66056,3.84127,3.78909,3.64193,3.91892,3.7443,-0.1,-0.1,7.38327,28.5173,1.41827,-371.291
3.86341,3.72562,3.66328,3.84413,3.81462,3.62113,-0.1,-0.0111688,6.79787,26.474,10.3058,-360.573
3.88698,3.67416,3.51983,3.88131,3.75179,3.45697,-0.1,0.1,6.08972,17.9022,29.6418,-337.28
3.89914,3.69936,3.53425,3.89192,3.77038,3.46551,-0.1,0.1,5.79143,12.8204,32.6163,-320.804
3.90276,3.71379,3.55269,3.89387,3.7787,3.48221,-0.1,0.1,5.54275,9.33158,33.4258,-301.383
3.91131,3.7413,3.56975,3.90352,3.80135,3.50277,-0.1,0.1,5.34049,9.23819,33.2742,-268.976
3.91283,3.75864,3.58578,3.90426,3.81643,3.52842,-0.1,0.1,5.14063,11.8464,29.0003,-235.004
3.90684,3.76724,3.59814,3.89714,3.8236,3.55151,-0.1,0.1,4.91636,14.9557,24.0811,-202.019
3.91112,3.78124,3.63392,3.90196,3.8428,3.59583,-0.1,0.1,4.7508,22.0358,21.4738,-181.758
3.88495,3.77013,3.6288,3.87812,3.83093,3.59962,-0.1,0.1,4.44893,25.8104,19.3131,-149.375
3.86308,3.76415,3.63475,3.85857,3.82207,3.60901,-0.1,0.1,4.15307,26.6071,20.0746,-122.851
3.65778,3.7436,3.79487,3.6574,3.79417,3.76958,-0.1,-0.1,3.79789,24.2439,23.1084,-92.7024
3.64692,3.7479,3.80732,3.64817,3.79236,3.78016,-0.1,-0.1,3.58441,21.2836,25.802,-74.0969
3.62041,3.73734,3.79932,3.62352,3.76815,3.76739,-0.1,-0.1,3.30366,12.583,30.0083,-49.0278
3.61813,3.74461,3.80954,3.62029,3.76125,3.7717,-0.1,-0.1,3.12989,2.31735,33.2582,-30.8055
3.61167,3.74661,3.80709,3.61141,3.74472,3.76387,-0.1,-0.1,2.92524,-11.1398,35.4275,-7.57939
3.62542,3.75912,3.8198,3.62129,3.74663,3.77612,-0.1,-0.1,2.80818,-18.7299,34.1905,6.98431
3.63504,3.76492,3.81908,3.62395,3.74199,3.77976,-0.1,-0.1,2.66372,-26.1864,28.6822,23.3024
3.73966,3.567,3.90984,3.7252,3.54745,3.88323,0.1,-0.1,2.52937,-21.5768,20.5223,35.1825
3.75424,3.56966,3.90854,3.73844,3.55625,3.89288,0.1,-0.1,2.42612,-15.7511,14.5131,41.9664
3.75338,3.55222,3.88709,3.73463,3.54864,3.888,0.1,-0.1,2.24505,-6.59119,4.24615,48.471
3.75935,3.5398,3.8749,3.7375,3.54136,3.88901,0.1,-0.1,2.09995,-1.65472,-4.51881,56.5048
3.76627,3.52744,3.86552,3.74288,3.53215,3.88847,0.1,-0.1,1.95994,1.23374,-10.3556,62.5419
3.77091,3.5163,3.85866,3.74867,3.52166,3.88541,0.1,-0.1,1.83447,2.21915,-12.2998,68.5624
3.77897,3.51058,3.85857,3.76055,3.51489,3.8838,0.1,-0.1,1.74147,1.61764,-10.2039,72.5923
3.7929,3.51255,3.86915,3.77838,3.51472,3.89081,0.1,-0.1,1.68546,-0,-7.427,74.6137
3.80279,3.51133,3.87519,3.7936,3.51165,3.89195,0.1,-0.1,1.62055,-1.14656,-3.21869,76.0448
3.91804,3.51227,3.77956,3.90777,3.51072,3.79717,0.1,0.0204625,1.56976,-2.39457,-5.77282,76.1767
3.9941,3.51112,3.71827,3.98598,3.50772,3.73328,0.1,0.1,1.50963,-3.64276,-4.49515,75.7143
3.99478,3.50103,3.71449,3.98765,3.49771,3.72941,0.1,0.1,1.40673,-3.23193,-5.04641,74.0993
3.82651,3.57579,3.7322,3.82664,3.56456,3.73811,0.1,0.1,1.2923,1.68042,-7.45656,71.6334
3.81933,3.5609,3.72925,3.82035,3.55671,3.74133,0.1,0.1,1.18225,8.35171,-11.2789,68.4396
3.82139,3.55917,3.74054,3.82289,3.55919,3.75645,0.1,0.1,1.13993,12.2548,-13.8494,65.3656
3.83139,3.5654,3.75556,3.83537,3.57591,3.77738,0.1,0.1,1.15695,21.3938,-16.1894,58.5458
3.74671,3.77425,3.67658,3.75269,3.78718,3.70043,-0.1,0.1,1.19497,24.0709,-16.5317,58.4207
3.7439,3.78601,3.70742,3.7497,3.79939,3.72823,-0.1,0.0848543,1.20965,23.3935,-15.3255,48.7012
3.74646,3.69999,3.84738,3.74996,3.72333,3.87281,-0.1,-0.1,1.16744,20.3936,-9.03568,42.6865
3.7423,3.70478,3.84988,3.74509,3.72494,3.87211,-0.1,-0.1,1.11839,17.671,-8.05145,38.7637
3.71785,3.69774,3.84313,3.7286,3.70817,3.84646,-0.1,-0.1,0.976488,8.67887,6.40255,34.1614
3.70119,3.69644,3.83296,3.71236,3.69569,3.82461,-0.1,-0.1,0.852975,-1.12645,12.6331,31.944
3.68029,3.68864,3.81629,3.68883,3.67185,3.79397,-0.1,-0.1,0.688326,-15.7127,18.542,29.1485
3.67614,3.6896,3.80873,3.67548,3.65656,3.77862,-0.1,-0.1,0.593907,-30.8932,17.7143,26.4575
3.68109,3.69865,3.8056,3.67646,3.66411,3.77788,-0.1,-0.1,0.569802,-31.9402,14.4583,24.955
3.69872,3.70901,3.80876,3.68852,3.68066,3.79219,-0.1,-0.1,0.598994,-26.5656,5.83441,22.6353
3.71713,3.72292,3.81341,3.70161,3.69586,3.80352,-0.1,-0.1,0.633758,-26.3691,-0,21.6102
3.75505,3.73331,3.79352,3.73857,3.71672,3.79456,-0.1,-0.0738419,0.677767,-17.6988,-5.91717,19.8691
3.90989,3.73508,3.64394,3.89705,3.73001,3.65252,-0.1,0.1,0.678693,-8.33744,-7.5328,18.3442
3.91118,3.73194,3.63779,3.9034,3.7357,3.65005,-0.1,0.1,0.646575,-1.39225,-6.57335,17.3553
3.89884,3.72031,3.62154,3.8993,3.73556,3.63683,-0.1,0.1,0.561909,8.41103,-3.79758,16.2635
3.88797,3.71074,3.6151,3.89724,3.73868,3.63413,-0.1,0.1,0.504297,19.7973,-1.30789,15.3606
3.87219,3.70345,3.60929,3.88825,3.73592,3.62551,-0.1,0.1,0.42975,23.6216,3.61092,13.8703
3.86256,3.70463,3.61436,3.88234,3.734,3.6234,-0.1,0.1,0.390183,20.682,9.26051,12.7274
3.85727,3.71512,3.62371,3.87785,3.7387,3.626,-0.1,0.1,0.379761,15.7724,13.0842,11.9289
3.85602,3.72649,3.64039,3.87501,3.74101,3.63507,-0.1,0.1,0.386842,8.24418,16.3103,11.2582
3.85336,3.7401,3.65614,3.87326,3.74597,3.64106,-0.1,0.1,0.398892,1.1194,22.3148,10.5095
3.77296,3.74665,3.74436,3.79076,3.74832,3.72713,-0.1,0.00773204,0.397982,-1.82817,22.6661,10.0986
3.67704,3.74984,3.84056,3.69028,3.74852,3.82461,-0.1,-0.1,0.377574,-3.85773,20.0099,9.28211
3.66932,3.74446,3.83754,3.67586,3.74071,3.82564,-0.1,-0.1,0.323323,-5.74806,14.783,8.63345
3.66203,3.74317,3.83245,3.66284,3.73587,3.8226,-0.1,-0.1,0.270127,-8.88059,11.4148,8.13264
3.65894,3.73869,3.82473,3.6542,3.72659,3.81559,-0.1,-0.1,0.212207,-13.4389,8.85144,7.85984
3.66134,3.73802,3.81933,3.65349,3.72434,3.81171,-0.1,-0.1,0.186071,-15.0641,6.93366,7.66738
3.66639,3.73831,3.81348,3.65395,3.71949,3.80522,-0.1,-0.1,0.159212,-20.345,5.23355,7.36862
3.70633,3.7398,3.77489,3.6935,3.72176,3.76791,-0.1,-0.0606657,0.151581,-20.0815,4.61659,7.40772
3.8485,3.73944,3.63341,3.83682,3.72478,3.62865,-0.1,0.1,0.146037,-17.5208,4.10756,7.26743
3.85333,3.73577,3.62646,3.84463,3.72822,3.6257,-0.1,0.1,0.136908,-11.6292,3.46483,6.91677
3.85386,3.73006,3.61804,3.84858,3.73072,3.62205,-0.1,0.1,0.115949,-4.72801,2.51855,6.72938
3.84957,3.72201,3.61115,3.85003,3.73631,3.62289,-0.1,0.1,0.0957048,7.39685,1.16019,6.38024
3.84465,3.71766,3.60982,3.84985,3.74108,3.62589,-0.1,0.1,0.083831,15.4124,1.08303,6.19256
3.83639,3.71285,3.60987,3.84931,3.74687,3.62896,-0.1,0.1,0.0712718,25.2081,3.323,6.36682
3.83033,3.71461,3.61592,3.84609,3.74685,3.6307,-0.1,0.1,0.0641067,23.6995,6.92728,6.84665
3.79918,3.71982,3.64912,3.81775,3.74434,3.65395,-0.1,0.0717623,0.0566473,17.0975,13.5939,7.83076
3.6482,3.72519,3.8031,3.6667,3.74187,3.80057,-0.1,-0.1,0.0513824,10.8474,17.3249,8.4733
3.64158,3.72828,3.8096,3.66054,3.73953,3.80181,-0.1,-0.1,0.0420119,7.03536,20.3556,9.4835
3.63872,3.73446,3.8149,3.65109,3.73203,3.80028,-0.1,-0.1,0.0272495,-4.7729,20.5937,9.88046
3.63763,3.73814,3.81449,3.64114,3.7211,3.79454,-0.1,-0.1,0,-17.69,18.9206,10.5372
3.6437,3.7432,3.81391,3.63885,3.71773,3.7941,-0.1,-0.1,0,-24.9679,14.6803,10.7287
3.65152,3.74471,3.80867,3.64035,3.7178,3.7936,-0.1,-0.1,0,-26.0449,9.25723,10.2823
3.66127,3.74586,3.80076,3.64103,3.71796,3.79358,-0.1,-0.1,0,-27.3776,0.44964,9.78044
3.66902,3.74342,3.79169,3.64559,3.72115,3.7932,-0.1,-0.1,0,-22.8367,-5.63922,9.31979
3.72627,3.6424,3.82669,3.69875,3.6308,3.84288,-0.000899822,-0.1,0,-13.9022,-15.8058,8.92949
3.77958,3.53967,3.86908,3.75648,3.53669,3.88945,0.1,-0.1,0,-6.85809,-15.7579,8.69748
3.92045,3.56251,3.77797,3.90653,3.57127,3.80051,0.1,0.0325652,0.155137,3.03262,-12.397,7.81539
4.01664,3.59134,3.75179,4.0106,3.61018,3.77628,0.1,0.1,0.356434,11.6531,-9.97415,7.21177
4.02176,3.58862,3.7503,4.0177,3.60847,3.77387,0.1,0.1,0.356781,12.1411,-9.27047,7.1425
3.94769,3.66186,3.67402,3.94469,3.68119,3.69618,-0.00587597,0.1,0.203803,11.5852,-8.96614,7.31852
3.87799,3.72676,3.6088,3.87465,3.74398,3.62925,-0.1,0.1,0.0574283,9.94062,-9.12288,7.29746
3.85634,3.70519,3.59658,3.85363,3.72079,3.61482,-0.1,0.1,-0.0619698,9.02733,-8.36433,7.26155
3.80352,3.6576,3.55888,3.80446,3.67181,3.57211,-0.1,0.1,-0.334611,8.49195,-4.31952,7.23185
3.67827,3.66137,3.68901,3.68354,3.67507,3.69748,-0.1,-0.0407897,-0.326507,8.86717,-0,7.25246
3.63421,3.67568,3.75921,3.64439,3.69402,3.76747,-0.1,-0.1,-0.243399,14.0095,2.32686,7.28302
3.66958,3.72225,3.80714,3.68168,3.73736,3.81319,-0.1,-0.1,0,12.4826,4.25052,12.3443
3.66539,3.72903,3.81157,3.67505,3.73416,3.80997,-0.1,-0.1,0,3.60582,6.95415,12.0742
3.66716,3.73928,3.81541,3.66885,3.72748,3.80188,-0.1,-0.1,0,-12.7743,9.19404,6.70474
3.66918,3.74474,3.81454,3.66737,3.72578,3.79689,-0.1,-0.1,0,-19.0906,9.71563,5.71386
3.67398,3.74899,3.80948,3.66734,3.72632,3.79242,-0.1,-0.1,0,-22.3951,7.11718,4.55825
3.67873,3.75011,3.80211,3.66928,3.72957,3.78998,-0.1,-0.1,0,-20.4859,3.3535,4.40678
3.68502,3.75182,3.79411,3.67088,3.73206,3.78759,-0.1,-0.1,0,-20.3158,-1.80625,4.5653
3.68964,3.7514,3.78622,3.67501,3.73622,3.78501,-0.1,-0.1,0,-16.781,-4.51733,4.95405
3.82252,3.75044,3.64839,3.81021,3.7408,3.65333,-0.1,0.0533502,0,-11.6038,-6.28598,10.0903
3.86325,3.74746,3.60205,3.8557,3.74746,3.6117,-0.1,0.1,0,-3.37284,-6.13562,9.82493
3.86424,3.74478,3.59549,3.86195,3.75427,3.60928,-0.1,0.1,0,4.65173,-5.57335,9.65066
3.86065,3.74004,3.59116,3.86615,3.76329,3.61087,-0.1,0.1,0,17.0785,-4.74761,9.47341
3.85425,3.73947,3.59244,3.86588,3.76961,3.61284,-0.1,0.1,0,23.2036,-2.06147,9.17934
3.84791,3.74204,3.59805,3.86164,3.77293,3.61421,-0.1,0.1,0,23.0143,1.10788,3.92964
3.67907,3.8376,3.63108,3.7004,3.85092,3.62793,-0.1,0.1,0,19.0656,5.17382,3.53921
3.75514,3.75321,3.69267,3.77041,3.77328,3.69638,-0.1,0.00661758,0,14.0385,8.3273,3.4841
3.65733,3.75797,3.78931,3.67322,3.77532,3.78942,-0.1,-0.1,0,12.4706,10.6362,2.88741
3.65266,3.7644,3.794,3.66563,3.77564,3.7907,-0.1,-0.1,0,7.48082,11.1367,2.35696
3.64778,3.77296,3.80021,3.66196,3.77339,3.78798,-0.1,-0.1,0,-0.87783,17.1697,7.69868
3.65078,3.78385,3.80401,3.65716,3.76756,3.78269,-0.1,-0.1,0,-16.0402,18.4219,7.41973
3.63259,3.76677,3.77965,3.63317,3.74322,3.75671,-0.1,-0.1,-0.127804,-22.4105,16.7146,7.16984
3.49597,3.81447,3.8205,3.49784,3.77677,3.788,-0.0557764,-0.1,-0.135816,-23.3719,12.8775,6.98492
3.58167,3.66656,3.89277,3.57614,3.62718,3.86588,0.1,-0.1,-0.121311,-25.2787,6.41426,6.72169
3.6137,3.68464,3.90118,3.59581,3.65246,3.89053,0.1,-0.1,0,-20.227,-8.64801,0.775401
3.62211,3.68059,3.88668,3.59865,3.65755,3.88939,0.1,-0.1,0,-13.1732,-18.337,-1.85427
3.748,3.70448,3.81702,3.72323,3.68965,3.82868,0.1,0.00299237,0.169247,-7.09793,-23.332,-3.23947
3.84828,3.70729,3.73451,3.82697,3.70287,3.75289,0.1,0.1,0.229767,1.25471,-24.859,-3.94413
3.85217,3.69902,3.72414,3.83949,3.70838,3.74762,0.1,0.1,0.229183,13.0814,-23.1506,-4.27314
3.84645,3.68239,3.70491,3.83554,3.7005,3.73528,0.1,0.1,0.165596,20.3861,-26.6196,-4.57693
3.97998,3.56044,3.64979,3.96778,3.59541,3.69211,0.1,0.1,0,23.4177,-24.3793,-5.11931
3.81343,3.64771,3.6788,3.81771,3.67696,3.70439,0.1,0.1,0,30.1449,-17.5287,-6.09891
3.80198,3.66168,3.67888,3.81234,3.69055,3.69828,0.0857991,0.1,0,30.3456,-11.8735,-5.61745
3.70441,3.84462,3.60013,3.72046,3.86876,3.60818,-0.1,0.1,0,26.5286,-3.62407,-7.07976
3.69847,3.8479,3.60984,3.71612,3.86535,3.60949,-0.1,0.1,0,21.3152,1.06804,-7.19705
3.52115,3.85407,3.79145,3.54521,3.86093,3.77386,-0.1,-0.1,0,12.2962,13.7045,-7.55063
3.54085,3.89045,3.82639,3.56373,3.88835,3.80117,-0.1,-0.1,0.155756,5.23972,17.0964,-7.1858
3.53741,3.90176,3.83094,3.55591,3.89068,3.80136,-0.1,-0.1,0.16408,-2.19681,17.3912,-6.68195
3.70321,3.82585,3.80738,3.70604,3.81406,3.7867,-0.1,-0.1,0.177301,-14.6512,15.0071,-6.73216
3.70945,3.83894,3.80379,3.70167,3.81526,3.78177,-0.1,-0.1,0.183182,-25.7512,11.0053,-6.77295
3.71349,3.84463,3.79578,3.70204,3.82039,3.77757,-0.1,-0.1,0.182465,-26.2212,8.09053,-5.36296
3.67831,3.80774,3.74864,3.66544,3.78939,3.7406,-0.1,-0.1,-0.0336678,-20.1725,2.6966,0
3.62763,3.75284,3.68855,3.61583,3.74499,3.68973,-0.1,-0.1,-0.331786,-11.0349,-1.14608,0
3.61976,3.74324,3.67275,3.60745,3.73799,3.67681,-0.1,-0.1,-0.396503,-9.8241,-2.56164,0
3.62464,3.74649,3.67338,3.61632,3.74807,3.68011,-0.1,-0.1,-0.369385,-4.34059,-1.69126,0
3.67989,3.72692,3.72761,3.67811,3.73429,3.73342,-0.0488246,-0.1,-0.185767,0.289354,2.32579,0
3.76598,3.64059,3.81456,3.77363,3.65604,3.81886,0.0697483,-0.1,0,7.37516,8.05011,0
3.77928,3.6108,3.82675,3.78946,3.6258,3.82793,0.1,-0.1,0,6.60185,10.7415,0
3.80115,3.61199,3.80454,3.81159,3.62172,3.8034,0.1,-0.0748125,0,2.63279,11.8715,5.84576
3.94095,3.6143,3.6711,3.94391,3.61351,3.66783,0.1,0.0839741,0,-6.81143,8.78562,7.70357
3.9627,3.61574,3.66009,3.9561,3.60234,3.65412,0.1,0.1,0,-18.2303,5.07251,8.52462
3.96844,3.61133,3.66042,3.95464,3.5965,3.66041,0.1,0.1,0,-19.0739,-1.99036,8.95936
3.96981,3.60288,3.66286,3.9536,3.59328,3.67061,0.1,0.1,0,-13.8545,-7.39146,9.15713
3.96784,3.5902,3.66393,3.95209,3.59431,3.68631,0.1,0.1,0,-0.54917,-15.1224,11.5011
3.91521,3.67302,3.6188,3.90318,3.69291,3.65328,0.00178035,0.1,0,14.1199,-19.8661,11.4512
3.85834,3.75982,3.5763,3.85329,3.79343,3.61729,-0.1,0.1,0,26.683,-20.0176,10.9219
3.85152,3.75434,3.58736,3.85141,3.79001,3.62588,-0.1,0.1,0,28.6501,-16.634,11.3872
3.81286,3.72433,3.57477,3.82573,3.76289,3.6036,-0.1,0.1,-0.14876,31.9659,-5.09748,11.8569
3.62546,3.72121,3.75304,3.64934,3.75474,3.76607,-0.1,-0.1,-0.182732,28.224,8.60894,12.0263
3.61752,3.72957,3.76929,3.64665,3.75412,3.76823,-0.1,-0.1,-0.169115,21.0826,18.2745,12.0015
3.45448,3.83316,3.81038,3.48855,3.83308,3.78601,-0.1,-0.1,-0.137347,11.7284,22.6965,12.1898
3.47615,3.86905,3.84461,3.50827,3.84864,3.80196,-0.1,-0.1,0,-6.08241,31.631,12.0872
3.48297,3.88309,3.84824,3.49987,3.83765,3.79238,-0.1,-0.1,0,-29.7589,31.0548,5.74335
3.49005,3.88908,3.84015,3.49728,3.83608,3.78675,-0.1,-0.1,0,-36.1884,25.4986,5.80154
3.78672,3.63329,3.92132,3.77128,3.58812,3.89272,0.1,-0.1,0.136852,-41.2225,11.4163,5.71534
3.8087,3.64178,3.90992,3.78012,3.60415,3.90222,0.1,-0.1,0.189618,-35.0848,-5.6653,5.5404
3.80996,3.62397,3.87755,3.76957,3.59874,3.8942,0.1,-0.1,0.121628,-24.8169,-24.0873,5.35935
3.82478,3.59234,3.81415,3.78343,3.58378,3.84846,0.1,-0.0673422,0,-10.7155,-33.3534,5.16415
3.97274,3.58005,3.66344,3.93935,3.5893,3.7076,0.1,0.1,0,4.05669,-34.0481,4.96954
3.97937,3.57069,3.65718,3.95052,3.59168,3.7085,0.1,0.1,0,13.5322,-36.2261,4.80056
3.95381,3.53446,3.63293,3.94016,3.57038,3.68383,0.1,0.1,-0.137636,26.6735,-29.1026,4.50842
3.9462,3.52616,3.63769,3.94433,3.5662,3.68077,0.1,0.1,-0.153742,30.277,-20.0231,4.23074
3.84401,3.71988,3.5557,3.85617,3.76367,3.58832,-0.1,0.1,-0.130523,34.196,-8.45647,3.91997
3.85898,3.74177,3.59242,3.87882,3.78118,3.61285,-0.1,0.1,0,31.0148,0.675077,3.70339
3.84654,3.74543,3.61155,3.87798,3.77361,3.60897,-0.1,0.1,0,21.7438,18.3451,3.40387
3.50861,3.84064,3.81734,3.5465,3.84604,3.79137,-0.1,-0.0983062,0,14.1883,23.3935,3.22573
3.50091,3.85026,3.83063,3.53279,3.84057,3.79541,-0.1,-0.1,0,1.53026,24.8469,2.94656
3.49915,3.859,3.8373,3.51944,3.83746,3.79854,-0.1,-0.1,0,-9.31684,20.9003,-2.81543
3.50454,3.87209,3.83745,3.50707,3.83288,3.79607,-0.1,-0.1,0,-26.2119,13.579,-7.72115
3.50946,3.87729,3.83029,3.50384,3.83483,3.79321,-0.1,-0.1,0,-29.2371,8.22633,-8.95769
3.51637,3.88013,3.81793,3.50268,3.83975,3.79061,-0.1,-0.1,0,-27.7506,-0,-9.76684
3.52444,3.88205,3.8034,3.50488,3.84524,3.78571,-0.1,-0.1,0,-25.4742,-7.02272,-9.4759
3.53818,3.86292,3.79544,3.51926,3.83837,3.78978,-0.0829526,-0.1,0,-15.2131,-12.1153,-8.71275
3.82167,3.70347,3.72333,3.80957,3.69443,3.72677,0.1,0.1,0.128905,-2.05019,-12.5812,-7.85187
3.82853,3.70665,3.71637,3.82274,3.70729,3.72312,0.1,0.1,0.154441,5.53665,-10.5599,-7.83416
