0,-0,-0,0,0,-0,7.6802,7.51179,7.62956,7.58097,7.61103,7.53033,0.03,0.03,42.7972,-0,-0,-523.6
0,-0,-0,0,0,-0,7.6802,7.51179,7.62956,7.58097,7.61103,7.53033,0.03,0.03,42.7972,-0,-0,-523.6
0.0129634,-0.0174522,0.128954,4.5343e-05,9.55726e-05,-0.0388307,7.47862,7.31859,7.42887,7.38675,7.41046,7.337,0.0296111,0.0294764,41.685,-0,-0,-484.769
0.0129634,-0.0174522,0.128954,4.5343e-05,9.55726e-05,-0.0388307,7.47862,7.31859,7.42887,7.38675,7.41046,7.337,0.0296111,0.0294764,41.685,-0,-0,-484.769
0.0129719,-0.0174473,0.133191,-1.86599e-05,-1.85953e-05,-0.0388312,7.20921,7.04917,7.15945,7.11734,7.14104,7.06758,0.0296108,0.0294766,40.166,-0,-0,-484.769
0.0130015,-0.0174339,0.200228,-6.64837e-05,-0.000263773,-0.0388478,6.21171,6.05167,6.16195,6.11984,6.14354,6.07008,0.02961,0.029477,34.5419,-0,-0,-484.752
0.0130702,-0.0174155,0.319411,-7.66247e-06,-0.000793486,-0.0388842,5.35407,5.19234,5.30089,5.25879,5.2842,5.21245,0.0296079,0.0294775,29.6969,-0,-3.78913,-484.716
0.0132609,-0.017402,0.487267,0.000149281,-0.00188786,-0.0389693,4.52267,4.36052,4.4686,4.42652,4.45236,4.38106,0.0296022,0.0294779,25.0068,-0,-4.77266,-484.631
0.01378,-0.0174654,0.704559,0.000642249,-0.00287305,-0.0395959,3.75296,3.5952,3.70321,3.66333,3.68483,3.61358,0.0295866,0.029476,20.6856,-0,-0,-472.945
0.0147152,-0.01773,0.937403,0.00139651,-0.00352869,-0.041773,3.20437,3.04966,3.15463,3.11774,3.13629,3.068,0.0295585,0.0294681,17.6011,-0,-0,-457.131
0.0162165,-0.0183115,1.19582,0.00233,-0.00414833,-0.0459644,2.84319,2.6921,2.79348,2.7601,2.77519,2.71039,0.0295135,0.0294507,15.5749,-0,-0,-438.447
0.0179514,-0.019127,1.41458,0.0032435,-0.00473693,-0.0512119,2.70499,2.55655,2.65532,2.62677,2.6394,2.5771,0.0294615,0.0294262,14.8097,2.95751,-0,-420.866
0.0203607,-0.0204358,1.63806,0.00436451,-0.00547166,-0.0588146,2.71169,2.56616,2.65981,2.63531,2.6453,2.58797,0.0293892,0.0293869,14.853,3.22195,-2.5111,-399.894
0.0225396,-0.0217559,1.78759,0.00527581,-0.00608544,-0.0658222,2.79666,2.65384,2.7446,2.72423,2.73177,2.67721,0.0293238,0.0293473,15.3436,5.12425,-2.79278,-382.985
0.026648,-0.0245266,1.98257,0.00666076,-0.00712408,-0.0790302,3.01762,2.88013,2.96528,2.9502,2.95292,2.90375,0.0292006,0.0292642,16.6043,5.3233,-3.26945,-354.82
0.0302793,-0.0272255,2.094,0.00756607,-0.00786262,-0.0904681,3.20836,3.07584,3.15585,3.14343,3.14163,3.09742,0.0290916,0.0291832,17.6874,2.62969,-3.60839,-332.69
0.0348114,-0.0308613,2.18527,0.00831673,-0.0085909,-0.104257,3.3902,3.26241,3.33757,3.32976,3.32381,3.28424,0.0289557,0.0290742,18.7262,2.89059,-3.94262,-308.11
0.0396154,-0.0349784,2.2481,0.0087944,-0.00917567,-0.118184,3.52077,3.39752,3.4681,3.46456,3.4547,3.41949,0.0288115,0.0289507,19.4753,3.05661,-4.21098,-284.936
0.045804,-0.0405914,2.30051,0.0091518,-0.00971524,-0.13513,3.62453,3.50659,3.57192,3.5732,3.55887,3.52864,0.0286259,0.0287823,20.0754,3.18083,-4.4586,-258.353
0.0523277,-0.0468002,2.33693,0.00925507,-0.0100953,-0.151929,3.68432,3.57146,3.63186,3.63758,3.61904,3.59349,0.0284302,0.028596,20.4268,3.21672,-4.63303,-233.404
0.058119,-0.0525047,2.36021,0.00912986,-0.0103175,-0.166073,3.7115,3.6028,3.65925,3.66844,3.64654,3.62473,0.0282564,0.0284249,20.5917,3.1732,-4.735,-213.364
0.066089,-0.0605745,2.3844,0.00865135,-0.0105001,-0.184547,3.72914,3.62577,3.67722,3.6907,3.66457,3.64747,0.0280173,0.0281828,20.706,3.00689,-4.81882,-188.173
0.0763579,-0.0712111,2.40762,0.00755196,-0.010599,-0.206969,3.73888,3.64274,3.68746,3.70403,3.67212,3.66139,0.0277093,0.0278637,20.7734,-0.692806,-4.86418,-158.806
