0,-0,-0,0,0,-0,7.59065,7.59065,7.59065,7.59065,7.59065,7.59065,0,-0,42.7972,-0,-0,0
0,-0,-0,0,0,-0,7.59065,7.59065,7.59065,7.59065,7.59065,7.59065,0,-0,42.7972,-0,-0,0
0.0128649,-0.0174346,0.128934,-0.000332674,0.000299571,-0.0399948,7.38962,7.3972,7.38962,7.3972,7.38962,7.3972,0,-0,41.6852,-0,-0,39.9948
0.0128649,-0.0174346,0.128934,-0.000332674,0.000299571,-0.0399948,7.38962,7.3972,7.38962,7.3972,7.38962,7.3972,0,-0,41.6852,-0,-0,39.9948
0.0128681,-0.0174317,0.131528,-0.000343853,0.000198526,-0.0399952,7.18938,7.19696,7.18938,7.19696,7.18938,7.19696,0,-0,40.5562,-0,-0,39.9953
0.0128862,-0.017395,0.17162,-0.000324907,-0.000344943,-0.0399954,6.4461,6.45368,6.4461,6.45368,6.4461,6.45368,0,-0,36.3655,-0,-0,39.9954
0.0129498,-0.0173143,0.267486,-0.000222203,-0.0014312,-0.0400163,5.65749,5.66318,5.65369,5.66128,5.65559,5.66508,0,-0,31.9085,-0,-4.21151,40.0163
0.0131068,-0.0172246,0.390694,-8.03396e-05,-0.00226553,-0.0400675,4.95045,4.95804,4.95045,4.95804,4.95045,4.95804,0,-0,27.9328,-0,-0,40.0675
0.0136604,-0.0171162,0.599002,0.000159976,-0.00325015,-0.0402067,4.03618,4.0438,4.03618,4.0438,4.03618,4.0438,0,-0,22.7781,-0,-0,40.2067
0.0148772,-0.0170539,0.882459,0.000485464,-0.00414385,-0.0403567,3.16323,3.17088,3.16323,3.17088,3.16323,3.17088,0,-0,17.8564,-0,-0,40.3567
0.0160616,-0.0170703,1.0881,0.000725914,-0.00467543,-0.0404282,2.75194,2.75961,2.75194,2.75961,2.75194,2.75961,0,-0,15.5375,-0,-0,40.4282
0.0187081,-0.0172309,1.43271,0.00115998,-0.00551757,-0.0404855,2.4379,2.44443,2.43562,2.44329,2.43676,2.44557,0,-0,13.7604,-0,-2.53217,40.4855
0.020602,-0.0174106,1.61725,0.00142226,-0.00597616,-0.0404678,2.43015,2.43658,2.42768,2.43534,2.42891,2.43782,0,-0,13.7162,-0,-2.74263,40.4678
0.0229579,-0.0176878,1.79684,0.00171176,-0.00643994,-0.0403927,2.52687,2.53319,2.52421,2.53186,2.52554,2.53453,0,-0,14.261,-0,-2.95547,40.3927
0.0270179,-0.018275,2.01184,0.0021421,-0.0069415,-0.0401496,2.81671,2.82289,2.81384,2.82145,2.81528,2.82432,0,-0,15.8944,-0,-3.18566,40.1496
0.0296565,-0.0187217,2.10599,0.0023844,-0.00710131,-0.0399286,3.0058,3.0119,3.00286,3.01043,3.00433,3.01337,0,-0,16.9602,-0,-3.259,39.9286
0.0343172,-0.0196263,2.21601,0.00275421,-0.00714052,-0.0394464,3.27382,3.27982,3.27087,3.27834,3.27234,3.2813,0,-0,18.4711,-0,-3.27699,39.4464
0.0381584,-0.0204787,2.27294,0.00301183,-0.00699029,-0.0389832,3.43062,3.43657,3.42773,3.43512,3.42918,3.43801,0,-0,19.3551,-0,-3.20805,38.9832
0.042375,-0.0215197,2.31448,0.00325305,-0.00668178,-0.0384227,3.54714,3.55304,3.54438,3.55166,3.54576,3.55443,0,-0,20.0121,-0,-3.06646,38.4227
0.0471908,-0.0228397,2.34666,0.00348375,-0.00618468,-0.0377309,3.62648,3.63235,3.62392,3.63107,3.6252,3.63364,0,-0,20.4596,-0,-2.83833,37.7309
